,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
36,13569564,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MN,271370133002021,60,1,35.0,3.0,1
37,66732869,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TN,470759304001052,60,0,0.0,0.0,1
38,42424217,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AZ,40159505001038,60,0,0.0,0.0,1
39,10763992,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",GA,131079706003026,60,1,35.0,3.0,1
40,40369194,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,480190004002060,11,1,6.0,0.512,0
41,24663176,57945,3571619,Mediacom Illinois LLC,Mediacom Illinois LLC,Mediacom Communications Corp.,130804,Mediacom Communications Corp.,IL,171610215002017,42,1,100.0,10.0,1
42,39542821,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60816012002005,12,1,100.0,20.0,0
43,36770379,67053,2904654,Indiana Bell Telephone Company,AT&T Indiana,AT&T Inc.,130077,AT&T Inc.,IN,180050102004202,11,1,18.0,0.768,0
44,16320021,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OK,401430067081036,60,1,100.0,3.0,1
45,20115260,56413,2930980,W A T C H TV,Watch Communications,Benton Ridge Telephone Company,130116,Benton Ridge Telephone Company,IN,180330205001016,70,1,15.0,3.0,1
46,2853018,55011,10480176,Pixius Communications,Pixius Communications,"Pixius Communications, LLC",131048,"Pixius Communications, LLC",KS,201154897003093,70,1,20.0,5.0,1
47,22400967,57048,3722410,"Northwest Communications, Inc.","Northwest Communications, Inc.",Northwest Telephone Cooperative,130953,Northwest Telephone Cooperative,IA,190219603001072,70,1,15.0,5.0,0
48,25799922,58476,16179855,Safelink Internet,Safelink Internet,Safelink Internet,320127,Safelink Internet,ID,160479602007171,70,1,25.0,5.0,1
49,69962797,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,484971506014017,60,1,2.0,1.3,1
50,49360393,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,171090102002149,60,0,0.0,0.0,1
51,43744333,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,CA,60375530001004,60,0,0.0,0.0,1
52,48801184,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,ID,160830014001165,60,0,0.0,0.0,1
53,67226991,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TN,470999603001005,60,1,2.0,1.3,1
54,63944233,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OK,401214866001456,60,1,2.0,1.3,1
55,34328417,59374,3763471,CT CUBE INC DBA WEST CENTRAL WIRELESS,West Central Net,"Central Texas Telephone Cooperative, Inc.",130227,"Central Texas Telephone Cooperative, Inc.",TX,484510016001138,70,1,4.0,1.0,1
56,2108456,54601,7556152,Brandenburg Telecom LLC,Brandenburg Telecom LLC,Brandenburg Communications Corp.,130150,Brandenburg Communications Corp.,KY,210930016003015,50,1,1000.0,100.0,1
57,54991204,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MI,260910617003045,60,1,25.0,3.0,1
58,3421873,55127,19482124,"CellTex Networks, LLC",Celltex Networks,"CellTex Networks, LLC",220015,"CellTex Networks, LLC",TX,480291218023015,70,1,51.0,51.0,1
59,71854360,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WV,540990204002023,60,0,0.0,0.0,1
60,21723995,56843,3469442,Verizon New York Inc.,Verizon New York Inc.,Verizon Communications Inc.,131425,Verizon Communications Inc.,NY,360894926001076,10,1,10.0,1.0,1
61,73065900,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WY,560459511002096,60,1,2.0,1.3,1
62,1433367,54480,3473709,AT&T Mobility Puerto Rico Inc.,Centennial,AT&T Inc.,130077,AT&T Inc.,PR,721455609002022,70,0,0.0,0.0,1
63,42314310,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AZ,40050003003028,60,0,0.0,0.0,1
64,20204098,56413,2930980,W A T C H TV,Watch Communications,Benton Ridge Telephone Company,130116,Benton Ridge Telephone Company,IN,181259541002208,50,1,1000.0,250.0,1
65,57626099,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MO,292134803013058,60,1,2.0,1.3,1
66,2539187,54808,4320545,Nsight Telservices,Cellcom,"Northeast Communications of Wisconsin, Inc.",130937,"Northeast Communications of Wisconsin, Inc.",WI,550730023005031,70,1,0.7,0.4,1
67,68269287,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,480291618021004,60,1,25.0,3.0,1
68,20953752,56631,6221287,"Harbor Communications, LLC",Harbor Communications,Harbor Communications,130587,Harbor Communications,LA,220510279021300,50,1,20.0,20.0,1
69,64310053,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410419510002006,60,1,25.0,3.0,1
70,29560513,58876,18626853,"CenturyLink, Inc.",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",CO,80010092022028,12,1,40.0,5.0,1
71,66151441,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",SC,450619204001011,60,1,25.0,3.0,1
72,21670169,56843,3469442,Verizon New York Inc.,Verizon New York Inc.,Verizon Communications Inc.,131425,Verizon Communications Inc.,NY,360670146001015,10,1,3.0,0.768,1
73,47545346,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",FL,120710103033002,60,1,2.0,1.3,1
74,38006431,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Georgia,AT&T Inc.,130077,AT&T Inc.,GA,130890234251024,50,1,1000.0,1000.0,0
75,52210211,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",KS,201550014003015,60,1,25.0,3.0,1
76,11040877,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",IA,190693603003093,60,1,35.0,3.0,1
77,51255302,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IA,190730802001183,60,0,0.0,0.0,1
78,62947890,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OH,390351033001030,60,1,2.0,1.3,1
79,6118691,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,FL,120110407012001,43,1,987.0,35.0,1
80,4958887,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",KS,201259505001133,70,1,2.0,0.064,0
81,59224382,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",NJ,340230006063023,60,1,25.0,3.0,1
82,33321371,59351,3576352,Frontier Communications Corporation,Frontier North Ohio  GTE,Frontier Communications Corporation,130258,Frontier Communications Corporation,OH,390599773001026,10,1,6.0,1.0,1
83,21131097,56663,16022618,"Consolidated Communications of Northern New England, LLC",Consolidated Communications,"Consolidated Communications, Inc.",130335,"Consolidated Communications, Inc.",NH,330151011002024,50,1,1000.0,1000.0,1
84,26801244,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,OH,391650307001043,43,1,940.0,35.0,1
85,23377534,57371,12841458,Neptuno Media,NeptunoNetworks,"Neptuno Media, Inc.",150290,"Neptuno Media, Inc.",PR,721390602232018,70,1,25.0,25.0,1
86,63361,53788,3723822,"Level  3 Communications, LLC",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",IL,170679538003012,50,0,0.0,0.0,1
87,60690035,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NY,360270100003041,60,1,2.0,1.3,1
88,23491766,57442,23360498,"Door County Broadband, LLC","Door County Broadband, LLC",Door County Broadband LLC,300047,Door County Broadband LLC,WI,550090017022001,70,1,25.0,6.0,1
89,46644100,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,120710402102009,60,0,0.0,0.0,1
90,69649696,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,482870004003025,60,1,2.0,1.3,1
91,24897511,58025,24286270,Metro Wireless Intl,Metro Wireless International Inc.,Metro Wireless International Inc.,360054,Metro Wireless International Inc.,MI,261251844003003,70,0,0.0,0.0,1
92,36677590,67053,2904654,Indiana Bell Telephone Company,AT&T Indiana,AT&T Inc.,130077,AT&T Inc.,IN,181410103004004,10,1,6.0,0.512,0
93,2298665,54696,17565847,"ATG Communications, LLC",ATG Communications,"ATG Communications, LLC",170006,"ATG Communications, LLC",GA,132450108004239,70,0,0.0,0.0,1
94,27720133,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,ME,230050173013057,43,1,940.0,35.0,1
95,72632780,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,550291006002034,60,1,2.0,1.3,1
96,10534622,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",FL,121010328041035,60,1,100.0,3.0,1
97,28341026,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,FL,120570141083007,43,1,940.0,35.0,1
98,34250591,59351,3576352,Frontier Communications Corporation,Frontier Communications Corporation,Frontier Communications Corporation,130258,Frontier Communications Corporation,FL,121150003003012,11,1,12.0,1.0,1
99,8406687,55986,17191487,ShawneeLEC,ShawneeLec,"Shawnee Communications, Inc.",131180,"Shawnee Communications, Inc.",IL,170290001002063,70,1,6.0,1.5,1
100,298933,53920,21701891,AMG Technology Investment Group,Nextlink Residential,AMG Technology Investment Group LLC,290010,AMG Technology Investment Group LLC,NE,311799787004064,70,1,20.0,5.0,1
101,1691694,54537,1889245,Lancaster Telephone Company,Comporium,"Comporium, Inc.",131125,"Comporium, Inc.",SC,450570106004016,50,1,1000.0,1000.0,1
102,56970997,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MO,292074708002041,60,0,0.0,0.0,1
103,885802,54292,5409743,Joe Bustard,corridor,Corridor Wireless,350030,Corridor Wireless,CA,61010506012020,70,1,10.0,10.0,1
104,58482676,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NE,310679646001240,60,1,2.0,1.3,1
105,14377706,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NC,370739703003027,60,1,35.0,3.0,1
106,15905815,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,390930503003064,60,1,35.0,3.0,1
107,23461471,57383,13778857,"Liberty Cablevision of Puerto Rico, LLC",Liberty,Liberty Latin America,130741,Liberty Latin America,PR,720939601001059,42,1,400.0,30.0,1
108,20422672,56513,13968128,Harris Broadband LP,Harris Broadband,Harris Broadband LP,260021,Harris Broadband LP,TX,480499505002051,50,1,1000.0,1000.0,1
109,35248006,59789,7494776,"Consolidated Communications Holdings, Inc.",Consolidated Communications,"Consolidated Communications, Inc.",130335,"Consolidated Communications, Inc.",IL,170290003001016,12,1,90.0,5.0,1
110,6254836,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,FL,121113821063066,43,1,987.0,35.0,1
111,27835613,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,MI,261270104002021,43,1,940.0,35.0,1
112,40197274,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,MO,291833111491002,50,1,1000.0,1000.0,0
113,49289509,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,170759502001071,60,0,0.0,0.0,1
114,23147349,57292,7566961,"TRANSWORLD NETWORK, CORP",TRANSWORLD NETWORK CORP,"PCC Holdings, Inc.",131016,"PCC Holdings, Inc.",NM,350290004002763,70,1,10.0,5.0,1
115,15123523,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NM,350050012002914,60,1,35.0,3.0,1
116,66562827,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",SD,460119587004077,60,1,2.0,1.3,1
117,15714672,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,390030141003002,60,1,35.0,3.0,1
118,6281729,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,GA,130630406161012,43,1,987.0,35.0,1
119,65347504,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PA,421179510003075,60,1,25.0,3.0,1
120,21797323,56843,3469442,Verizon New York Inc.,Verizon New York Inc.,Verizon Communications Inc.,131425,Verizon Communications Inc.,NY,361231504004000,10,1,10.0,1.0,1
121,35900338,63345,1731470,"Puerto Rico Telephone Company, Inc.",PRT_CLARO,América Móvil,170001,América Móvil,PR,720252028002007,11,1,16.0,1.0,1
122,1622524,54532,4966099,"Windstream Nebraska, Inc.",Windstream Nebraska Inc.,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",NE,310259659003065,12,1,200.0,200.0,1
123,24274480,57843,20449831,Agile Network Builders,Agile Networks,"Agile Network Builders, LLC",320004,"Agile Network Builders, LLC",OH,391479631003066,70,0,0.0,0.0,1
124,54229659,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MA,250250506001011,60,0,0.0,0.0,1
125,21197845,56692,16082927,E-Vergent.Com LLC,"E-vergent.com, LLC","E-Vergent.com, LLC",160115,"E-Vergent.com, LLC",IL,171118704021045,70,1,65.0,10.0,1
126,27488035,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,MO,291892220002000,43,1,940.0,35.0,1
127,24758158,57952,4069167,Savage Communications Inc.,SCI,Savage Communications Inc.,190323,Savage Communications Inc.,MN,270017704001075,42,1,250.0,20.0,1
128,69392989,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,481576716012014,60,1,2.0,1.3,1
129,64324582,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410470011002010,60,1,25.0,3.0,1
130,31689201,59195,9558909,"DigitalPath, Inc",DigitalPath,"DigitalPath, Inc.",190123,"DigitalPath, Inc.",CA,61010508001091,70,1,25.0,5.0,1
131,14803500,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NE,311090015002007,60,1,35.0,3.0,1
132,30890864,58888,19023977,"Triad Wireless, LLC",Triad Wireless LLC,"Triad Wireless, LLC",350105,"Triad Wireless, LLC",AZ,40130405141032,70,1,300.0,50.0,1
133,39039714,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60170311001037,11,1,12.0,0.512,0
134,20407334,56503,1678788,"PEOPLES TELEPHONE COOPERATIVE, INC.","PEOPLES TELEPHONE COOPERATIVE, INC.","Peoples Telephone Cooperative, Inc./Peoples FiberCom",131031,"Peoples Telephone Cooperative, Inc./Peoples FiberCom",TX,482770002002103,12,1,80.0,8.0,1
135,53991334,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MD,240054045014031,60,1,2.0,1.3,1
136,5851175,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,AZ,40190046161009,43,1,987.0,35.0,1
137,22958134,57231,20926788,LTD Broadband LLC,LTD Broadband,LTD Broadband LLC,240056,LTD Broadband LLC,MN,271450111002082,70,1,250.0,250.0,1
138,14987771,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NJ,340110107001007,60,1,100.0,3.0,1
139,17110902,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",SC,450679502004028,60,1,100.0,3.0,1
140,3089683,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,NJ,340210037041001,50,0,0.0,0.0,1
141,70774954,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",VA,511059503002033,60,1,25.0,3.0,1
142,1765355,54547,3783123,"Valor Telecommunications of Texas, LLC",Valor Telecommunications of Texas LP,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",TX,482339505001142,11,1,4.0,1.0,0
143,7909169,55767,17649732,Rural Broadband Network Services LLC,HighSpeedLink.net,Rural Broadband Network Services LLC,290087,Rural Broadband Network Services LLC,VA,511650109002085,70,1,25.0,3.0,1
144,15626361,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NY,361019603001036,60,1,35.0,3.0,1
145,71786279,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WV,540390113011047,60,0,0.0,0.0,1
146,18016878,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,482450011002049,60,1,100.0,3.0,1
147,70764336,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",VA,510890104002052,60,1,25.0,3.0,1
148,43544934,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,CA,60070034002050,60,0,0.0,0.0,1
149,20783417,56594,27822840,JTN Communications,JTN Communications,JTN Communications,380063,JTN Communications,MN,270370610012006,70,1,31.0,5.0,1
150,39965165,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,KS,201099546002062,70,1,10.0,1.0,0
151,40936997,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,483779501003064,11,1,18.0,0.768,0
152,68384109,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,480990101021097,60,1,25.0,3.0,1
153,56622473,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MS,280959506003009,60,1,2.0,1.3,1
154,18638203,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",VA,510950801021056,60,1,100.0,3.0,1
155,44967371,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60190049022002,60,1,2.0,1.3,1
156,56671826,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MS,281510001001009,60,1,2.0,1.3,1
157,38196494,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Louisiana,AT&T Inc.,130077,AT&T Inc.,LA,220170238003001,11,1,6.0,0.512,0
158,11805800,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",IN,180118103002020,60,1,100.0,3.0,1
159,14904768,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NH,330099606003085,60,1,35.0,3.0,1
160,56108946,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MN,271190209001074,60,1,2.0,1.3,1
