,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
78,49712363,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",IL,170619738001009,60,1,25.0,3.0,1
79,15919165,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,390970402021074,60,1,100.0,3.0,1
80,3018530,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,IL,170310305004012,50,0,0.0,0.0,1
81,68782847,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,482979503002309,60,1,25.0,3.0,1
82,46624955,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,120690306023004,60,0,0.0,0.0,1
83,4633558,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",IA,190630701001194,70,1,2.0,0.064,0
84,73127016,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PR,721270077004004,60,1,25.0,3.0,1
85,56399021,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MS,280470033012010,60,1,25.0,3.0,1
86,48187330,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",GA,131131403043059,60,1,25.0,3.0,1
87,32078085,59351,3576352,Frontier Communications Corporation,CTC Illinois,Frontier Communications Corporation,130258,Frontier Communications Corporation,IL,170499505002008,12,1,70.0,3.0,1
88,2172477,54653,4940664,Diode Cable Company,DIODE COMMUNICATIONS,DTC Holding Company,150250,DTC Holding Company,NE,311519609001116,70,1,25.0,3.0,1
89,31691265,59195,9558909,"DigitalPath, Inc",DigitalPath,"DigitalPath, Inc.",190123,"DigitalPath, Inc.",CA,61030004002012,70,1,25.0,5.0,1
90,44409065,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CA,60374081371008,60,1,25.0,3.0,1
91,14999203,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NJ,340155002012008,60,1,35.0,3.0,1
92,46596530,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,FL,120570108172008,60,0,0.0,0.0,1
93,20347812,56467,2430684,"Golden West Telecommunications Cooperative, Inc.",Golden West Telecommunications,"Golden West Telecommunications Cooperative, Inc.",130550,"Golden West Telecommunications Cooperative, Inc.",SD,461219401002084,12,1,76.0,3.0,1
94,48490922,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",GA,131350505291006,60,1,2.0,1.3,1
95,40503387,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,481130079122002,11,1,3.0,0.384,0
96,104231,53788,3723822,"Level  3 Communications, LLC",CenturyLink,"CenturyLink, Inc.",130228,"CenturyLink, Inc.",NC,371270113001027,50,0,0.0,0.0,1
97,12961015,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MD,245102718024011,60,1,100.0,3.0,1
98,31970574,59312,16873374,ALTIUS Communications LLC,BridgeMAXX,ALTIUS Communications LLC,290009,ALTIUS Communications LLC,IN,181770101003010,70,1,50.0,20.0,0
99,13222649,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MI,261139603003049,60,1,100.0,3.0,1
100,9245554,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",CA,60190084015161,60,1,100.0,3.0,1
101,72727577,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,550896101021090,60,1,2.0,1.3,1
102,18090738,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,483030104071000,60,1,35.0,3.0,1
103,23998249,57763,16230526,Succeed.Net,Succeed.Net,Succeed.Net,260052,Succeed.Net,CA,60610207171000,70,1,100.0,10.0,1
104,10808223,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",GA,131370004001020,60,1,35.0,3.0,1
105,46240811,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CT,90010441001002,60,1,25.0,3.0,1
106,66733977,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TN,470779751001159,60,0,0.0,0.0,1
107,63478364,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,OK,401430076372004,60,0,0.0,0.0,1
108,10451573,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",FL,120860102092003,60,1,35.0,3.0,1
109,12990414,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",ME,230110105002029,60,1,35.0,3.0,1
110,13686554,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MO,290430205001088,60,1,35.0,3.0,1
111,58055700,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,NE,310259660002117,60,0,0.0,0.0,1
112,20660807,56539,2073203,Verizon Virginia LLC,Verizon Virginia LLC,Verizon Communications Inc.,131425,Verizon Communications Inc.,VA,517900003004029,10,1,7.0,0.768,1
113,464576,53972,4364022,"Northern Valley Communications, LLC",NVC,James Valley Cooperative Telephone Company,130673,James Valley Cooperative Telephone Company,SD,461150001002223,70,1,25.0,3.0,1
114,56882970,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MO,291450208004013,60,0,0.0,0.0,1
115,7085401,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,OR,410510059003027,43,1,987.0,35.0,1
116,33984961,59351,3576352,Frontier Communications Corporation,Frontier Communications Corporation,Frontier Communications Corporation,130258,Frontier Communications Corporation,CA,60379009001011,12,1,25.0,2.0,1
117,37148622,67054,2776771,Michigan Bell Telephone Company,AT&T Michigan,AT&T Inc.,130077,AT&T Inc.,MI,260770015012007,12,1,100.0,20.0,0
118,59821429,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NM,350079506003041,60,1,2.0,1.3,1
119,48380741,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",GA,130390106013003,60,1,2.0,1.3,1
120,54559390,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MI,260099607004065,60,0,0.0,0.0,1
121,27039174,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,OH,390030112002114,43,1,940.0,35.0,1
122,63595340,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OK,400696603001161,60,1,25.0,3.0,1
123,52948881,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,LA,220019610006024,60,0,0.0,0.0,1
124,2555114,54808,4320545,Nsight Telservices,Cellcom,"Northeast Communications of Wisconsin, Inc.",130937,"Northeast Communications of Wisconsin, Inc.",WI,551390022013093,70,1,0.7,0.4,1
125,68928020,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TX,484159502001657,60,1,25.0,3.0,1
126,21070506,56663,16022618,"Consolidated Communications of Northern New England, LLC",Consolidated Communications,"Consolidated Communications, Inc.",130335,"Consolidated Communications, Inc.",ME,230239706003002,12,1,40.0,10.0,1
127,5049810,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",ME,230190071005015,70,1,2.0,0.064,0
128,24858563,58018,19079334,"Conexus Communications, Inc.",Conexus Communications,Conexus Communications Inc.,410184,Conexus Communications Inc.,AL,10539704001148,70,1,30.0,5.0,1
129,15508105,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NY,360594137001000,60,1,35.0,3.0,1
130,71333257,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WA,530630025005002,60,0,0.0,0.0,1
131,44579043,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CA,60650418083008,60,1,25.0,3.0,1
132,62821299,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OH,391479635005017,60,1,25.0,3.0,1
133,63484725,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,OK,401450307983152,60,0,0.0,0.0,1
134,55048016,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MI,261251215002015,60,1,25.0,3.0,1
135,32620398,59351,3576352,Frontier Communications Corporation,Frontier Communication of Connecticut,Frontier Communications Corporation,130258,Frontier Communications Corporation,CT,90158005001016,11,1,18.0,1.0,1
136,29118387,58768,9572884,"Commnet Four Corners, LLC",Choice Splash,"ATN International, Inc.",130081,"ATN International, Inc.",NM,350179647001020,70,1,9.0,2.0,1
137,14076714,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",MS,280990107001118,60,1,35.0,3.0,1
138,58609927,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,NV,320030034155027,60,0,0.0,0.0,1
139,3356713,55081,19792696,Mechcom Dot Net,MechcomDotNet,Mechcom Communications,340096,"Mechcom Communications, Inc.",OH,391690006005020,70,1,100.0,10.0,1
140,49163151,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,170316912003012,60,0,0.0,0.0,1
141,66897923,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TN,470190714001015,60,1,25.0,3.0,1
142,71798316,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,WV,540479542002172,60,0,0.0,0.0,1
143,52900329,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",KY,211510101021050,60,1,2.0,1.3,1
144,14547831,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NC,371910006025034,60,1,35.0,3.0,1
145,40550787,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,TX,481130190361005,12,1,24.0,3.0,0
146,35009014,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",OK,400310023011049,70,1,5.0,1.0,1
147,17781445,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,481410103393017,60,1,100.0,3.0,1
148,17849832,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,481830012003007,60,1,100.0,3.0,1
149,52471022,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",KS,201730103005024,60,1,2.0,1.3,1
150,45885286,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",CO,80590098284000,60,1,25.0,3.0,1
151,68034932,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,TX,483999501001032,60,0,0.0,0.0,1
152,66446975,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,SD,460990104042022,60,0,0.0,0.0,1
153,44003380,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,CA,60730129001008,60,0,0.0,0.0,1
154,58775184,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NV,320030032412000,60,1,2.0,1.3,1
155,41988360,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AL,11170303192014,60,1,25.0,3.0,1
156,51806375,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IA,191919504002049,60,1,2.0,1.3,1
157,16578550,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",PA,420076018005010,60,1,100.0,3.0,1
158,17418060,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TN,471410001001094,60,1,35.0,3.0,1
159,28441444,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,AL,10730031001032,43,1,940.0,35.0,1
160,27813135,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,MI,260873325001065,43,1,940.0,35.0,1
161,65282668,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PA,420950105002010,60,1,25.0,3.0,1
