,logrecno,provider_id,frn,providername,dbaname,holdingcompanyname,hoconum,hocofinal,stateabbr,blockcode,techcode,consumer,maxaddown,maxadup,business
63,21057900,56663,16022618,"Consolidated Communications of Northern New England, LLC",Consolidated Communications,"Consolidated Communications, Inc.",130335,"Consolidated Communications, Inc.",ME,230139706003011,11,1,25.0,2.0,1
64,9006032,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",AZ,40130923051013,60,1,35.0,3.0,1
65,7205001,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,PA,420710110002027,43,1,987.0,35.0,1
66,66147333,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",SC,450570112021042,60,1,25.0,3.0,1
67,17790728,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,481450008003099,60,1,100.0,3.0,1
68,14861566,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NE,311579533001009,60,1,35.0,3.0,1
69,48887318,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",ID,160479601001443,60,1,25.0,3.0,1
70,19517196,56014,19072339,HTN,The Home Town Network Inc.,The Home Town Network Inc.,200046,The Home Town Network Inc.,FL,120559608002004,70,1,25.0,3.0,1
71,22468516,57073,27353192,Orange County REMC,Orange County REMC,Orange County REMC,400105,Orange County REMC,IN,180939513001033,70,1,8.0,4.0,1
72,55506692,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MN,270332701001132,60,0,0.0,0.0,1
73,62921649,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OH,390170111302024,60,1,2.0,1.3,1
74,27567088,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NV,320310025001027,43,1,940.0,35.0,1
75,64655608,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,PA,420171007002004,60,0,0.0,0.0,1
76,5890438,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,CA,60133553064021,43,1,987.0,35.0,1
77,7632411,55592,17851569,One Point Technologies Inc.,One Point Technologies Inc.,"Blue Valley Tele-Communications, Inc.",130144,"Blue Valley Tele-Communications, Inc.",KS,201170605101113,70,1,25.0,3.0,1
78,18992531,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",WA,530630006001032,60,1,100.0,3.0,1
79,53445274,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",LA,220779520001074,60,1,2.0,1.3,1
80,40184389,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,MO,290950176001021,12,1,100.0,20.0,0
81,63855171,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OK,400739581001292,60,1,2.0,1.3,1
82,72657341,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WI,550499501003097,60,1,2.0,1.3,1
83,44977660,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",CA,60190079022998,60,1,2.0,1.3,1
84,10902581,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",GA,132639601001040,60,1,35.0,3.0,1
85,20945812,56631,6221287,"Harbor Communications, LLC",Harbor Communications,Harbor Communications,130587,Harbor Communications,LA,220510263001018,70,1,20.0,20.0,1
86,27026988,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NC,371899208002106,43,1,940.0,35.0,1
87,49890603,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",IL,171670001003059,60,1,25.0,3.0,1
88,64158424,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,OR,410510105003238,60,0,0.0,0.0,1
89,70331196,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,VT,500179596002073,60,0,0.0,0.0,1
90,23357481,57371,12841458,Neptuno Media,NeptunoNetworks,"Neptuno Media, Inc.",150290,"Neptuno Media, Inc.",PR,720632104002020,70,1,25.0,25.0,1
91,7745583,55658,2333649,Rainbow Communications LLC,Rainbow Communications LLC,"Rainbow Telecommunications Association, Inc.",131087,"Rainbow Telecommunications Association, Inc.",KS,200134807004009,70,1,6.0,1.0,1
92,27258932,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NY,360830520033020,43,1,940.0,35.0,1
93,26702543,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,TX,482499504002044,43,1,940.0,35.0,1
94,66999269,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",TN,471050605011018,60,1,25.0,3.0,1
95,42712542,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AZ,40199408002490,60,1,25.0,3.0,1
96,5843661,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,AL,10970037042048,43,1,987.0,35.0,1
97,1522791,54508,4967634,"Windstream North Carolina, LLC",Windstream North Carolina LLC,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",NC,371790210081004,11,1,6.0,0.76,0
98,39040974,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60170317001000,11,1,18.0,0.768,0
99,69109571,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TX,480119501003059,60,1,2.0,1.3,1
100,40034684,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,MO,290693603003039,10,1,3.0,0.384,0
101,34647719,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",NV,320030058291035,70,1,25.0,4.0,1
102,26383502,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,WI,550291008004012,43,1,940.0,35.0,1
103,19091460,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",WI,550279620002021,60,1,100.0,3.0,1
104,2899312,55027,6254403,Crown Castle Fiber LLC,Crown Castle Fiber,Crown Castle International Corp.,400092,Crown Castle International Corp.,CA,60371952022006,50,0,0.0,0.0,1
105,52183503,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",KS,201259513002072,60,1,25.0,3.0,1
106,17470281,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TN,471670403021031,60,1,100.0,3.0,1
107,64223842,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OR,410110009007040,60,1,25.0,3.0,1
108,742598,54173,14694327,StarTouch Broadband,StarTouch Inc,StarTouch Broadband,190342,StarTouch Broadband,WA,530379753002232,70,1,20.0,20.0,1
109,67265390,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",TN,471339503022035,60,1,2.0,1.3,1
110,19590573,56053,5027941,"WEHCO Video, Inc.",Resort Cable TV,"WEHCO Video, Inc.",150334,"WEHCO Video, Inc.",AR,50510109004020,40,1,150.0,10.0,1
111,14934518,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NJ,340010013002086,60,1,35.0,3.0,1
112,4426989,55394,4372322,UNITED STATES CELLULAR CORPORATION,United States Cellular Corporation,"Telephone and Data Systems, Inc.",131310,"Telephone and Data Systems, Inc.",WI,550710104001059,70,1,2.0,0.064,0
113,16257808,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OK,401139400021090,60,1,100.0,3.0,1
114,51109259,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IN,181239524004034,60,1,2.0,1.3,1
115,71714106,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WA,530659507001037,60,1,2.0,1.3,1
116,62866568,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OH,391650305033019,60,1,25.0,3.0,1
117,41606188,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,AL,10499605004119,60,0,0.0,0.0,1
118,33530825,59351,3576352,Frontier Communications Corporation,Frontier Telephone of Rochester New York,Frontier Communications Corporation,130258,Frontier Communications Corporation,NY,360550120002010,10,1,6.0,1.0,1
119,49303376,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,170879776001016,60,0,0.0,0.0,1
120,20110903,56413,2930980,W A T C H TV,Watch Communications,Benton Ridge Telephone Company,130116,Benton Ridge Telephone Company,IN,180179516001042,70,1,10.0,3.0,1
121,65905061,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,SC,450190024003193,60,0,0.0,0.0,1
122,17703474,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,481130154033005,60,1,100.0,3.0,1
123,10203105,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",FL,120110203232018,60,1,35.0,3.0,1
124,28892637,58685,3911385,"Windstream Iowa Telecommunications, LLC",Windstream Iowa Communications Inc.,"Windstream Holdings, Inc.",131413,"Windstream Holdings, Inc.",IA,191712905002007,11,1,6.0,0.768,0
125,18210376,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,483919504001249,60,1,100.0,3.0,1
126,21181192,56685,17551359,Consolidated Communications of Vermont Company LLC,Consolidated Communications,"Consolidated Communications, Inc.",130335,"Consolidated Communications, Inc.",VT,500239555002048,11,1,7.0,1.0,1
127,23577837,57507,4965380,"Wabash Communications, Inc.",Wabash Communications,Wabash Mutual Telephone Company,131444,Wabash Mutual Telephone Company,OH,391079676001028,70,1,25.0,5.0,1
128,54372499,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MA,250235452003098,60,1,25.0,3.0,1
129,63533025,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",OK,400272004001012,60,1,25.0,3.0,1
130,11263239,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",ID,160439701001242,60,1,35.0,3.0,1
131,61530821,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",NC,370119304002060,60,1,2.0,1.3,1
132,2248795,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",AK,21800001001106,60,1,2.0,0.2,1
133,12191736,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",KS,201259502001103,60,1,100.0,3.0,1
134,38412736,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Mississippi,AT&T Inc.,130077,AT&T Inc.,MS,280639502001025,70,1,10.0,1.0,0
135,35704692,60486,10480978,Allo Communications,Allo Communications,Allo Communications LLC,190504,Allo Communications LLC,NE,311090030013042,50,1,1000.0,1000.0,1
136,38805886,67056,1857952,"BellSouth Telecommunications, Inc.",AT&T Tennessee,AT&T Inc.,130077,AT&T Inc.,TN,470370119001015,11,1,3.0,0.384,0
137,19700296,56154,21320155,NORTHEAST RURAL SERVICES,BOLT Fiber Optic Services,Northeast Rural Services,330055,Northeast Rural Services,OK,401155741001006,50,1,1000.0,1000.0,1
138,65026681,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",PA,420076023002007,60,1,25.0,3.0,1
139,57926336,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",MT,300130106004125,60,1,2.0,1.3,1
140,72027923,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",WV,540359632001054,60,1,2.0,1.3,1
141,18039530,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,482570502062056,60,1,100.0,3.0,1
142,6289396,55574,3768165,"COMCAST CABLE COMMUNICATIONS, LLC",Comcast,Comcast Corporation,130317,Comcast Corporation,GA,130771704023000,43,1,987.0,35.0,1
143,14725939,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",NE,310359622003248,60,1,35.0,3.0,1
144,15992579,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OH,391419558002084,60,1,100.0,3.0,1
145,39817161,67058,3801651,"SOUTHWESTERN BELL TELEPHONE COMPANY, L.P.",AT&T Southwest,AT&T Inc.,130077,AT&T Inc.,AR,51414603021047,70,1,10.0,1.0,0
146,34216732,59351,3576352,Frontier Communications Corporation,Frontier Communications Corporation,Frontier Communications Corporation,130258,Frontier Communications Corporation,FL,121010313013007,11,1,12.0,1.0,1
147,49277903,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,IL,170630005002194,60,0,0.0,0.0,1
148,27469058,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,MO,291879511004026,43,1,940.0,35.0,1
149,27311732,58623,25646373,"Charter Communications, Inc.",Charter Communications Inc,Charter Communications,130235,Charter Communications,NY,361231505004007,43,1,940.0,35.0,1
150,47043338,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",FL,120570018003021,60,1,25.0,3.0,1
151,18254704,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",TX,484359503002411,60,1,35.0,3.0,1
152,57780849,59349,1568880,GCI Communication Corp.,GCI Communication Corp.,GCI Holdings LLC,130534,GCI Holdings LLC,MT,301119400002063,60,0,0.0,0.0,1
153,3647819,55303,4301388,"MTCO Communications, Inc.",MTCO Communications Inc,MTCO Corporation,130872,MTCO Corporation,IL,170999637005034,50,0,0.0,0.0,1
154,16269640,56004,4963088,"ViaSat, Inc.",Viasat Inc,"ViaSat, Inc.",290111,"ViaSat, Inc.",OK,401190107002076,60,1,100.0,3.0,1
155,63951778,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",OK,401255010043148,60,1,2.0,1.3,1
156,24135332,57795,18589432,TWIN Communications,Wireless Internet Corp,TWIN Communications,300172,TWIN Communications,TX,482150207211022,70,1,40.0,10.0,1
157,34544143,59520,21890777,"Skybeam, Inc.",Rise Broadband,"JAB Wireless, Inc.",140048,"JAB Wireless, Inc.",ID,160479601004005,70,1,25.0,4.0,1
158,32365280,59351,3576352,Frontier Communications Corporation,Frontier Communication Northwest Idaho  GTE,Frontier Communications Corporation,130258,Frontier Communications Corporation,ID,160550010011012,11,1,12.0,1.0,1
159,56431077,54694,12369286,"HNS License Sub, LLC",HughesNet,"Hughes Network Systems, LLC",130627,"Hughes Network Systems, LLC",MS,280750011013019,60,1,25.0,3.0,1
160,51111530,55262,18756155,"VSAT Systems, LLC",Skycasters,"VSAT Systems, LLC",300167,"VSAT Systems, LLC",IN,181270501033044,60,1,2.0,1.3,1
161,39464301,67057,1551530,AT&T California,AT&T California,AT&T Inc.,130077,AT&T Inc.,CA,60730161001019,12,1,100.0,20.0,0
